team_id,league_id,season_id,team_name,# Pl,Comp, 90s, team_Tackles, team_Tackles_TklW, team_Tackles_Def_3rd, team_Tackles_Mid_3rd, team_Tackles_Att_3rd, team_Cha_Tkl, team_Cha_Att, team_Cha_Tkl%_new, team_Cha_Lost, team_Blocks, team_Blocks_Sh, team_Blocks_Pass, team_Blocks_Int, team_Blocks_Tkl+Int, team_Blocks_Clr, team_Blocks_Err
BL_ARM_1,BL_1,1,Arminia,26,Bundesliga,34,552,328,268,229,55,214,536,0.399253731343284,322,393,122,271,418,970,739,9
BL_ARM_1,BL_1,2,Arminia,26,Bundesliga,340,549,311,270,235,44,238,543,0.438305709023941,305,395,110,285,421,970,770,7
BL_AUG_2,BL_1,1,Augsburg,25,Bundesliga,34,509,308,251,211,47,201,503,0.399602385685885,302,395,116,279,454,963,852,8
BL_AUG_2,BL_1,2,Augsburg,26,Bundesliga,340,561,335,254,236,71,250,584,0.428082191780822,334,397,116,281,363,924,769,12
BL_AUG_2,BL_1,3,Augsburg,34,Bundesliga,34,522,299,251,202,69,232,479,0.484342379958246,247,428,125,303,286,808,755,14
BL_AUG_2,BL_1,4,Augsburg,29,Bundesliga,34,528,319,234,222,72,237,492,0.481707317073171,255,439,133,306,295,823,727,9
BL_AUG_2,BL_1,5,Augsburg,29,Bundesliga,34,464,300,198,202,64,233,430,0.541860465116279,197,417,121,296,341,805,971,16
BL_BAY_3,BL_1,1,Bayern Munich,29,Bundesliga,34,510,316,174,231,105,224,541,0.414048059149723,317,388,75,313,399,909,398,10
BL_BAY_3,BL_1,2,Bayern Munich,30,Bundesliga,340,563,338,231,237,95,259,559,0.463327370304114,300,338,68,270,349,912,404,18
BL_BAY_3,BL_1,3,Bayern Munich,28,Bundesliga,34,623,387,263,258,102,287,538,0.533457249070632,251,381,77,304,287,910,477,19
BL_BAY_3,BL_1,4,Bayern Munich,30,Bundesliga,34,520,323,227,191,102,245,510,0.480392156862745,265,378,81,297,288,808,473,18
BL_BAY_3,BL_1,5,Bayern Munich,29,Bundesliga,34,506,300,166,233,107,250,450,0.555555555555556,200,318,52,266,232,738,518,23
BL_BOC_20,BL_1,2,Bochum,28,Bundesliga,340,566,353,298,199,69,277,574,0.482578397212544,297,420,119,301,429,995,616,13
BL_BOC_20,BL_1,3,Bochum,26,Bundesliga,34,626,386,301,247,78,310,635,0.488188976377953,325,402,118,284,337,963,776,13
BL_BOC_20,BL_1,4,Bochum,25,Bundesliga,34,603,366,272,253,78,294,574,0.51219512195122,280,460,142,318,308,911,768,9
BL_BOC_20,BL_1,5,Bochum,27,Bundesliga,34,600,360,318,207,75,306,572,0.534965034965035,266,475,142,333,294,894,906,23
BL_BRE_18,BL_1,1,Werder Bremen,27,Bundesliga,34,542,333,270,217,55,228,556,0.410071942446043,328,368,101,267,407,949,798,10
BL_BRE_18,BL_1,3,Werder Bremen,25,Bundesliga,34,595,349,269,273,53,300,617,0.486223662884927,317,371,103,268,321,916,789,7
BL_BRE_18,BL_1,4,Werder Bremen,30,Bundesliga,34,604,351,303,239,62,312,609,0.512315270935961,297,434,153,281,284,888,785,9
BL_BRE_18,BL_1,5,Werder Bremen,23,Bundesliga,34,551,321,245,240,66,276,521,0.529750479846449,245,454,144,310,315,866,851,27
BL_BVB_4,BL_1,1,Dortmund,26,Bundesliga,34,516,318,221,210,85,219,487,0.449691991786448,268,379,95,284,413,929,472,12
BL_BVB_4,BL_1,2,Dortmund,33,Bundesliga,340,541,322,232,236,73,255,550,0.463636363636364,295,351,82,269,347,888,519,11
BL_BVB_4,BL_1,3,Dortmund,30,Bundesliga,34,580,334,246,241,93,287,551,0.520871143375681,264,382,95,287,298,878,491,9
BL_BVB_4,BL_1,4,Dortmund,32,Bundesliga,34,548,356,297,201,50,292,557,0.524236983842011,265,431,121,310,251,799,628,12
BL_BVB_4,BL_1,5,Dortmund,28,Bundesliga,34,523,319,232,196,95,261,492,0.530487804878049,231,375,100,275,249,772,726,18
BL_DAR_22,BL_1,4,Darmstadt 98,32,Bundesliga,34,560,323,303,197,60,285,583,0.48885077186964,298,400,137,263,317,877,707,19
BL_FRA_5,BL_1,1,Eint Frankfurt,25,Bundesliga,34,594,352,273,245,76,263,596,0.441275167785235,333,371,77,294,428,1022,594,10
BL_FRA_5,BL_1,2,Eint Frankfurt,27,Bundesliga,340,595,330,260,252,83,283,673,0.420505200594354,390,435,95,340,377,972,592,12
BL_FRA_5,BL_1,3,Eint Frankfurt,28,Bundesliga,34,562,357,244,248,70,265,585,0.452991452991453,320,415,88,327,284,846,687,5
BL_FRA_5,BL_1,4,Eint Frankfurt,34,Bundesliga,34,602,359,282,240,80,293,548,0.534671532846715,255,424,99,325,302,904,704,12
BL_FRA_5,BL_1,5,Eint Frankfurt,26,Bundesliga,34,566,341,267,219,80,280,508,0.551181102362205,228,425,128,297,287,853,994,26
BL_FRE_6,BL_1,1,Freiburg,24,Bundesliga,34,431,247,188,186,57,168,448,0.375,280,365,118,247,452,883,631,8
BL_FRE_6,BL_1,2,Freiburg,26,Bundesliga,340,518,299,246,207,65,215,477,0.450733752620545,262,352,130,222,355,873,751,13
BL_FRE_6,BL_1,3,Freiburg,27,Bundesliga,34,498,289,223,211,64,207,451,0.458980044345898,244,375,106,269,325,823,612,10
BL_FRE_6,BL_1,4,Freiburg,25,Bundesliga,34,546,319,303,175,68,227,463,0.490280777537797,236,436,149,287,272,818,725,7
BL_FRE_6,BL_1,5,Freiburg,26,Bundesliga,34,511,317,225,222,64,235,457,0.514223194748359,222,400,112,288,276,787,811,21
BL_FÜR_21,BL_1,2,Greuther Fürth,29,Bundesliga,340,568,336,258,252,58,270,567,0.476190476190476,297,416,124,292,374,942,712,8
BL_GLA_7,BL_1,1,Gladbach,23,Bundesliga,34,503,307,221,221,61,215,531,0.404896421845574,316,424,116,308,436,939,616,6
BL_GLA_7,BL_1,2,Gladbach,26,Bundesliga,340,572,345,260,252,60,285,615,0.463414634146342,330,402,91,311,326,898,553,13
BL_GLA_7,BL_1,3,Gladbach,27,Bundesliga,34,497,275,274,171,52,267,536,0.498134328358209,269,405,104,301,267,764,728,7
BL_GLA_7,BL_1,4,Gladbach,27,Bundesliga,34,582,337,291,247,44,287,534,0.537453183520599,247,465,168,297,333,915,860,15
BL_GLA_7,BL_1,5,Gladbach,26,Bundesliga,34,504,284,278,177,49,240,473,0.507399577167019,233,445,166,279,317,821,1067,23
BL_HEI_23,BL_1,4,Heidenheim,22,Bundesliga,34,601,352,311,225,65,275,591,0.465313028764805,316,463,129,334,302,903,783,5
BL_HEI_23,BL_1,5,Heidenheim,27,Bundesliga,34,614,356,322,235,57,294,558,0.526881720430108,264,435,109,326,312,926,952,15
BL_HER_8,BL_1,1,Hertha BSC,32,Bundesliga,34,485,270,242,201,42,205,493,0.415821501014199,288,377,89,288,417,902,687,8
BL_HER_8,BL_1,2,Hertha BSC,36,Bundesliga,340,546,321,294,197,55,252,544,0.463235294117647,292,377,105,272,406,952,816,15
BL_HER_8,BL_1,3,Hertha BSC,32,Bundesliga,34,576,344,307,215,54,251,521,0.481765834932822,270,416,132,284,366,942,797,8
BL_HOF_9,BL_1,1,Hoffenheim,30,Bundesliga,34,508,296,229,204,75,229,539,0.424860853432282,310,370,90,280,431,939,619,8
BL_HOF_9,BL_1,2,Hoffenheim,32,Bundesliga,340,483,291,191,216,76,223,484,0.460743801652893,261,390,88,302,285,768,520,17
BL_HOF_9,BL_1,3,Hoffenheim,31,Bundesliga,34,543,323,254,231,58,236,474,0.49789029535865,238,428,119,309,285,828,665,8
BL_HOF_9,BL_1,4,Hoffenheim,30,Bundesliga,34,517,304,286,185,46,259,541,0.478743068391867,282,413,143,270,357,874,790,12
BL_HOF_9,BL_1,5,Hoffenheim,35,Bundesliga,34,570,336,266,236,68,269,511,0.526418786692759,242,450,139,311,291,861,922,22
BL_KIE_24,BL_1,5,Holstein Kiel,27,Bundesliga,34,541,328,292,174,75,277,530,0.522641509433962,253,409,155,254,294,835,1126,22
BL_KÖL_11,BL_1,1,Köln,28,Bundesliga,34,586,328,299,234,53,248,546,0.454212454212454,298,382,101,281,429,1015,670,8
BL_KÖL_11,BL_1,2,Köln,26,Bundesliga,340,598,361,264,246,88,288,665,0.433082706766917,377,442,99,343,426,1024,628,10
BL_KÖL_11,BL_1,3,Köln,27,Bundesliga,34,615,370,287,263,65,310,666,0.465465465465465,356,423,99,324,372,987,716,5
BL_KÖL_11,BL_1,4,Köln,26,Bundesliga,34,617,375,330,234,53,342,659,0.51896813353566,317,506,154,352,305,922,766,9
BL_LEI_14,BL_1,1,RB Leipzig,25,Bundesliga,34,460,305,167,229,64,190,460,0.41304347826087,270,336,63,273,353,813,504,5
BL_LEI_14,BL_1,2,RB Leipzig,29,Bundesliga,340,499,289,218,222,59,219,512,0.427734375,293,399,81,318,349,848,523,12
BL_LEI_14,BL_1,3,RB Leipzig,25,Bundesliga,34,534,312,237,231,66,253,512,0.494140625,259,428,94,334,310,844,552,3
BL_LEI_14,BL_1,4,RB Leipzig,26,Bundesliga,34,538,317,236,240,62,244,487,0.501026694045174,243,444,97,347,240,778,630,12
BL_LEI_14,BL_1,5,RB Leipzig,29,Bundesliga,34,543,333,248,222,73,258,525,0.491428571428571,267,500,156,344,268,811,990,29
BL_LEV_12,BL_1,1,Leverkusen,30,Bundesliga,34,500,282,209,238,53,213,498,0.427710843373494,285,368,87,281,322,822,481,10
BL_LEV_12,BL_1,2,Leverkusen,29,Bundesliga,340,484,281,235,199,50,225,493,0.456389452332657,268,350,101,249,360,844,620,12
BL_LEV_12,BL_1,3,Leverkusen,27,Bundesliga,34,494,280,242,206,46,236,421,0.560570071258907,185,358,99,259,294,788,599,12
BL_LEV_12,BL_1,4,Leverkusen,24,Bundesliga,34,458,277,183,187,88,197,403,0.488833746898263,206,330,72,258,224,682,460,9
BL_LEV_12,BL_1,5,Leverkusen,23,Bundesliga,34,395,259,153,163,79,184,357,0.515406162464986,173,302,77,225,234,629,676,26
BL_MAI_13,BL_1,1,Mainz 05,31,Bundesliga,34,593,364,266,239,88,258,574,0.449477351916376,316,419,109,310,500,1093,662,6
BL_MAI_13,BL_1,2,Mainz 05,28,Bundesliga,340,579,305,291,220,68,282,595,0.473949579831933,313,404,94,310,439,1018,584,9
BL_MAI_13,BL_1,3,Mainz 05,27,Bundesliga,34,547,341,268,206,73,270,559,0.483005366726297,289,419,98,321,433,980,673,9
BL_MAI_13,BL_1,4,Mainz 05,30,Bundesliga,34,572,328,256,253,63,276,526,0.524714828897338,250,442,117,325,346,918,704,3
BL_MAI_13,BL_1,5,Mainz 05,25,Bundesliga,34,564,325,234,247,83,236,448,0.526785714285714,212,419,128,291,352,916,947,22
BL_SCH_15,BL_1,1,Schalke 04,42,Bundesliga,34,552,337,283,224,45,203,546,0.371794871794872,343,437,143,294,411,963,693,12
BL_SCH_15,BL_1,3,Schalke 04,35,Bundesliga,34,542,329,240,246,56,253,551,0.459165154264973,298,397,110,287,306,848,723,12
BL_STP_25,BL_1,5,St. Pauli,28,Bundesliga,34,537,315,256,217,64,266,511,0.520547945205479,245,391,87,304,257,794,915,21
BL_STU_16,BL_1,1,Stuttgart,29,Bundesliga,34,496,294,227,201,68,235,531,0.44256120527307,296,379,108,271,426,922,654,8
BL_STU_16,BL_1,2,Stuttgart,34,Bundesliga,340,532,307,231,236,65,241,530,0.454716981132076,289,386,124,262,342,874,708,8
BL_STU_16,BL_1,3,Stuttgart,30,Bundesliga,34,528,316,255,207,66,268,524,0.511450381679389,256,421,113,308,308,836,666,10
BL_STU_16,BL_1,4,Stuttgart,27,Bundesliga,34,537,316,222,239,76,253,513,0.49317738791423,260,378,109,269,269,806,619,12
BL_STU_16,BL_1,5,Stuttgart,29,Bundesliga,34,477,282,197,199,81,254,476,0.533613445378151,222,401,104,297,298,775,777,20
BL_UNI_17,BL_1,1,Union Berlin,27,Bundesliga,34,503,283,240,218,45,232,501,0.463073852295409,269,367,85,282,405,908,605,9
BL_UNI_17,BL_1,2,Union Berlin,28,Bundesliga,340,538,296,266,223,49,268,568,0.471830985915493,300,322,90,232,376,914,657,7
BL_UNI_17,BL_1,3,Union Berlin,28,Bundesliga,34,494,278,217,216,61,239,525,0.455238095238095,286,356,101,255,262,756,704,6
BL_UNI_17,BL_1,4,Union Berlin,30,Bundesliga,34,549,352,242,240,67,254,504,0.503968253968254,250,480,137,343,305,854,861,9
BL_UNI_17,BL_1,5,Union Berlin,28,Bundesliga,34,537,318,266,223,48,270,507,0.532544378698225,237,409,110,299,312,849,1046,13
BL_WOL_19,BL_1,1,Wolfsburg,26,Bundesliga,34,594,363,271,256,67,271,599,0.452420701168614,328,465,79,386,477,1071,700,6
BL_WOL_19,BL_1,2,Wolfsburg,30,Bundesliga,340,539,298,278,201,60,257,540,0.475925925925926,283,388,103,285,388,927,740,9
BL_WOL_19,BL_1,3,Wolfsburg,28,Bundesliga,34,543,324,255,206,82,265,521,0.508637236084453,256,443,116,327,292,835,701,9
BL_WOL_19,BL_1,4,Wolfsburg,28,Bundesliga,34,550,303,272,201,77,262,527,0.497153700189753,265,414,99,315,268,818,801,8
BL_WOL_19,BL_1,5,Wolfsburg,27,Bundesliga,34,491,301,257,175,59,246,540,0.455555555555556,294,435,133,302,312,803,977,19
L1_AJA_23,L1_1,3,Ajaccio,36,Ligue 1,38,637,382,321,236,80,313,694,0.451008645533141,381,359,85,274,420,1057,670,10
L1_ANG_1,L1_1,1,Angers,31,Ligue 1,38,626,376,302,256,68,314,754,0.416445623342175,440,330,78,252,443,1069,654,1
L1_ANG_1,L1_1,2,Angers,30,Ligue 1,380,619,370,301,253,65,284,659,0.430955993930197,375,384,99,285,423,1042,631,9
L1_ANG_1,L1_1,3,Angers,33,Ligue 1,38,652,386,311,268,73,310,610,0.508196721311475,300,402,99,303,375,1027,605,13
L1_ANG_1,L1_1,5,Angers,30,Ligue 1,34,624,392,340,202,82,294,607,0.484349258649094,313,365,116,249,336,960,903,20
L1_AUX_24,L1_1,3,Auxerre,33,Ligue 1,38,674,378,337,263,74,313,678,0.46165191740413,365,441,118,323,454,1128,782,11
L1_AUX_24,L1_1,5,Auxerre,29,Ligue 1,34,657,403,330,232,95,316,606,0.521452145214521,290,394,125,269,350,1007,944,17
L1_BOR_2,L1_1,1,Bordeaux,28,Ligue 1,38,567,329,294,212,61,253,623,0.406099518459069,370,383,123,260,503,1070,677,9
L1_BOR_2,L1_1,2,Bordeaux,39,Ligue 1,380,642,377,321,243,78,323,741,0.435897435897436,418,357,104,253,454,1096,688,19
